Main ID,Incident ID,Incident Type,,Region of Incident,Incident year,Reported Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause of Death,Location of death,Information Source,Coordinates,Longitude ,Latitude ,UNSD Geographical Grouping,Article title,Source Quality,URL
2021.MMP00764,2021.MMP00764,Incident,,Central America,2021,August,1,,1,,,1,,Central America,Drowning,"El Molcajete Colony, Morelos, Piedras Negras, Coahuila, Mexico",GMN Noticias,POINT (-100.5086449 28.68442976),-100.5086449,28.68442976,Central America,Muere hombre ahogado en las aguas del río Bravo,1,https://archive.ph/AHQTN
2021.MMP00765,2021.MMP00765,Incident,,Central America,2021,August,1,,1,,,1,,Central America,Drowning,"Rio Bravo at El Cortijo La Herradura, Nuevo Laredo, Tamaulipas, Mexico","Vox Populi, Lider Informativo",POINT (-99.48012225 27.48487755),-99.48012225,27.48487755,Central America,Muere migrante al tratar de cruzar el Bravo,1,https://archive.ph/Za8ZT
2021.MMP00766,2021.MMP00766,Incident,,North America,2021,August,1,,1,,1,,,Central America,Accidental death,"One-half mile northwest of the McAllen-Hidalgo International Port of Entry, Hidalgo County, Texas, USA","US Border Patrol, La Noticia",POINT (-98.26867505 26.10671821),-98.26867505,26.10671821,Northern America,"Honduran woman dies after falling off levee wall near McAllen, Texas",5,https://archive.ph/3aHi8
2021.MMP00767,2021.MMP00767,Incident,,North America,2021,May,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Near County 8 ½ and Salinity Canal in Yuma, Yuma County, Arizona, USA",US Border Patrol,POINT (-114.6899039 32.70290613),-114.6899039,32.70290613,Northern America,Nicaraguan Man Dies After Suffering Heat Related Illness,5,https://archive.ph/GXJ8l
2021.MMP00770,2021.MMP00770,Incident,,North America,2021,July,2,,2,,,2,,Central America,Violence,"Rio Bravo, Webb County, Texas, USA",La Hora,POINT (-99.50095608 27.36813494),-99.50095608,27.36813494,Northern America,"LUTO: Santa Rosa de Lima llora la muerte, sin esclarecer, de dos migrantes en ruta",1,https://archive.ph/tgVTW
2021.MMP00771,2021.MMP00771,Incident,,North America,2021,August,2,,2,1,2,,1,South America,"Harsh environmental conditions / lack of adequate shelter, food, water","Undetermined desert area, in the desert of Yuma County, Arizona, USA","Caracol, Infobae",POINT (-114.4240425 32.78876975),-114.4240425,32.78876975,Northern America,Sueño hecho pesadilla: colombiana y su hija murieron tratando de cruzar frontera de EE. UU.,3,https://archive.ph/nl09G
2021.MMP00772,2021.MMP00772,Incident,,North America,2021,August,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Near Cotton City, Hidalgo County, Nuevo Mexico, USA",El Siglo de Durango,POINT (-109.001623 32.0666324),-109.001623,32.0666324,Northern America,Falleció un migrante duranguense en Nuevo México; van 10,1,https://archive.ph/oGHs2
2021.MMP00774,2021.MMP00774,Incident,,North America,2021,September,1,,1,,,1,,South America,Sickness / lack of access to adequate healthcare,"Undetermined location in the desert close to Carrizo Springs, Dimmit County, Texas, USA",El Comercio,POINT (-99.85643843 28.52618709),-99.85643843,28.52618709,Central America,Dos migrantes ecuatorianos fallecidos y otro desaparecido en la travesía a Estados Unidos,1,https://archive.ph/U0EpW
2021.MMP00775,2021.MMP00775,Incident,,Central America,2021,August,,1,1,,,1,,South America,Drowning,"Rio Bravo, unspecified location, Mexico",El Comercio,POINT (-100.516232 28.72236965),-100.516232,28.72236965,Central America,Dos migrantes ecuatorianos fallecidos y otro desaparecido en la travesía a Estados Unidos,3,https://archive.ph/U0EpW
2021.MMP00776,2021.MMP00776,Incident,,Central America,2021,August,1,,1,2,1,,,South America,"Harsh environmental conditions / lack of adequate shelter, food, water","Undetermined location in the desert, Sonora, Mexico","El Espectador, El Heraldo, El Comercio",POINT (-112.7639748 31.83744206),-112.7639748,31.83744206,Central America,Una ecuatoriana que huía de violencia intrafamiliar murió en el desierto de Sonora,3,https://archive.ph/U0EpW
2021.MMP00777,2021.MMP00777,Incident,,North America,2021,September,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Ranch north of Eagle Pass, along Highway 481 known as Camino Viejo a Uvalde, Maverick County, Texas, USA","K911 Noticias, Periodico La Voz",POINT (-99.84701076 29.1789173),-99.84701076,29.1789173,Northern America,Muere deshidratado migrante hondureño,3,https://archive.ph/WW1Qq
2021.MMP00778,2021.MMP00778,Incident,,Central America,2021,September,1,,1,,,1,,Central America,Drowning,"Rio Bravo, Matamoros, Tamaulipas, Mexico",Hoy Tamaulipas,POINT (-97.49266183 25.88122824),-97.49266183,25.88122824,Central America,Hallan cuerpo putrefacto de un hombre en el río Bravo en Valle Hermoso,1,https://archive.ph/SzHHW
2021.MMP00779,2021.MMP00779,Incident,,North America,2021,August,1,,1,,,1,,Central America,Vehicle accident / death linked to hazardous transport,"Off Highway 1021 just a few miles from El Indio, Maverick County, Texas, USA",Super Channel 12,POINT (-100.3103166 28.48411159),-100.3103166,28.48411159,Northern America,Hallan a un migrante mexicano muerto a un costado de la carretera en Eagle Pass,1,https://archive.ph/Rw2Hf
2021.MMP00780,2021.MMP00780,Incident,,Central America,2021,September,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Kilometer 84 on a dirt road leading to La Candelaria Ranch, Guerrero, Coahuila, Mexico","Super Channel 12, Zócalo",POINT (-100.3053812 28.32311434),-100.3053812,28.32311434,Central America,Murió migrante deshidratado; han muerto 114,1,https://archive.ph/jKBm6
2021.MMP00784,2021.MMP00784,Incident,,North America,2021,September,1,,1,,,1,,Central America,Accidental death,"Approximately one-half mile west of the Calexico Port of Entry, Imperial County, California, USA","US Border Patrol, En Vivo MX, El Mirador de Quintana Roo",POINT (-115.4086633 32.6715071),-115.4086633,32.6715071,Northern America,Mexican citizen dies after fall from the International Border Barrier,5,https://archive.ph/lVoeI
2021.MMP00785,2021.MMP00785,Incident,,North America,2021,September,1,,1,,1,,,Central America,Vehicle accident / death linked to hazardous transport,"Road near Falfurrias, Brooks County, Texas, USA",Ministry of Foreign Affairs Republic of El Salvador,POINT (-98.15002754 27.16301763),-98.15002754,27.16301763,Northern America,"Gobierno de El Salvador brinda acompañamineto consular a familia de joven fallecida en Texas, Estados Unidos",5,https://archive.ph/SlUO2
2021.MMP00787,2021.MMP00787,Incident,,Central America,2021,September,,1,1,,,1,,Central America,Mixed or unknown,"Around Nogales, Sonora, Mexico",Tribuna,POINT (-110.9995664 31.33100254),-110.9995664,31.33100254,Central America,"Angustiada familia pide ayuda para localizar a Kevin Román, desaparecido en Nogales",1,https://archive.md/O3lme
2021.MMP00788,2021.MMP00788,Incident,,Central America,2021,July,1,,1,,,1,,Latin America / Caribbean (P),Violence,"Railroad tracks, near the town of Aura in the municipality of Progreso, Cohauila, Mexico",Zócalo,POINT (-101.3810119 27.59081032),-101.3810119,27.59081032,Central America,"Decapita tren a un migrante en Progreso, Coahuila",1,https://archive.md/eGFLA
2021.MMP00791,2021.MMP00791,Incident,,North America,2021,September,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Near Falfurrias City, Brooks County, Texas, USA","Radio La Primerisima, Stereo Romance",POINT (-98.13619776 27.17189336),-98.13619776,27.17189336,Northern America,Nica fallece deshidratado cuando buscaba “sueño americano”,3,https://archive.md/shoZo
2021.MMP00798,2021.MMP00798,Incident,,Central America,2021,August,1,,1,327,,1,1,Central America (P),Mixed or unknown,"At the Cruz Verde clinic in Cadereyta Jiménez, Nuevo León, México","Secretaría de Gobernación de México, El Heraldo, El Sol de México",POINT (-99.99604217 25.59954102),-99.99604217,25.59954102,Central America,CNDH de Nuevo León busca que liberen el cadáver de bebé migrante,5,https://archive.ph/fbQ6N
2021.MMP00820,2021.MMP00820,Incident,,Central America,2021,September,1,,1,,,1,,Caribbean,Drowning,"Rio Bravo near Acuña, Cohauila, Mexico",Zocalo,POINT (-100.9305296 29.32800076),-100.9305296,29.32800076,Central America,Identifican cuerpo de ahogado en el Bravo,1,https://archive.ph/7rS8P
2021.MMP00825,2021.MMP00825,Incident,,North America,2021,September,1,,1,,,,1,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","By the rural highway 2644 (leading to Carrizo Springs), Maverick County, Texas, USA","K911 Noticias, Periodico La Voz",POINT (-99.93694979 28.51515365),-99.93694979,28.51515365,Northern America,Joven indocumentado mexicano murió deshidratado al sur del condado de Maverick,3,https://archive.ph/jgwky
2021.MMP00831,2021.MMP00831,Incident,,North America,2021,September,1,,1,,1,,1,Central America,Sickness / lack of access to adequate healthcare,"Starr County Memorial Hospital, Rio Grande City, Texas, USA shortly after crossing the border from Mexico",United States Customs and Border Patrol,POINT (-98.85966871 26.37700292),-98.85966871,26.37700292,Northern America,Infant passes away after crossing the border with mother,5,https://archive.ph/JF0Kd
2021.MMP00833,2021.MMP00833,Incident,,North America,2021,September,1,,1,9,1,,,South America,Vehicle accident / death linked to hazardous transport,"Near the Mile Marker 19 on Highway 11, Deming County, New Mexico, USA",US Border Patrol,POINT (-107.7514501 32.24412859),-107.7514501,32.24412859,Northern America,"Multiple migrants airlifted to hospital, one deceased",5,https://archive.ph/a8ZLW
2021.MMP00834,2021.MMP00834,Incident,,Central America,2021,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Rio Bravio, Ejido Purísima, Jiménez Municipality, Coahuila, Mexico",Zócalo,POINT (-100.7660806 29.1867619),-100.7660806,29.1867619,Central America,Localizan otro migrante ahogado en franja fronteriza de Coahuila y Texas; suman 121 fallecidos,1,https://archive.ph/yZJeg
2021.MMP00835,2021.MMP00835,Incident,,North America,2021,September,3,,3,,,3,,Central America,Vehicle accident / death linked to hazardous transport,"Highway 83 near LaPryor, Zavala County, Texas, USA","K911 Noticias, Yahoo News, ABC4",POINT (-99.84974059 28.95496316),-99.84974059,28.95496316,Northern America,"Identifican a los tres indocumentados quemados en el auto donde eran transportados, el traficante tenía 19 años",3,https://archive.ph/JF0Kd
2021.MMP00836,2021.MMP00836,Incident,,Central America,2021,September,1,,1,,1,,,Caribbean,Drowning,"Rio Bravo, Pedro J. Méndez str., Nuevo Laredo, Tamaulipas, Mexico",Hoy Tamaulipas,POINT (-99.49971963 27.49873766),-99.49971963,27.49873766,Central America,Era cubana mujer ahogada en Nuevo Laredo,1,https://archive.ph/6YlJa
2021.MMP00837,2021.MMP00837,Incident,,North America,2021,August,,1,1,,,1,,South America,"Harsh environmental conditions / lack of adequate shelter, food, water","Unspecified location in the Arizona desert, USA after crossing border on foot from Sonoyta, Mexico",El Tiempo,POINT (-112.8477302 31.91070632),-112.8477302,31.91070632,Northern America,Misteriosa desaparición de colombiano que cruzaba la frontera hacia EE. UU.,1,https://archive.ph/WuFWT
2021.MMP00838,2021.MMP00838,Incident,,North America,2021,September,1,,1,,,1,,Central America,Mixed or unknown,"Laredo Medical Center, Laredo, Webb County, Texas shortly after interception by US Border Patrol",United States Customs and Border Protection,POINT (-99.47857279 27.53314626),-99.47857279,27.53314626,Northern America,Migrant Dies after Being Found in Medical Distress,5,https://archive.ph/CSQi4
2021.MMP00839,2021.MMP00839,Incident,,North America,2021,September,1,,1,,,1,,Central America,Violence,"Unspecified ranch in Brooks County, Texas","Vox Populi, Texas Public Radio, La Opinion, Breitbart",POINT (-98.23087679 27.12549763),-98.23087679,27.12549763,Northern America,,3,https://archive.ph/V1wAC
2021.MMP00840,2021.MMP00840,Incident,,Central America,2021,September,1,,1,,,1,,Latin America / Caribbean (P),Accidental death,"Colon Av., Mexicali, Baja California, Mexico","El Imparcial, KYMA",POINT (-115.4576052 32.66768159),-115.4576052,32.66768159,Central America,Migrante muere al caer del muro fronterizo,3,https://archive.ph/7E2YY
2021.MMP00842,2021.MMP00842,Incident,,Central America,2021,September,1,,1,,1,,1,Central America,Mixed or unknown,"By the highway leading to Reynosa, General Bravo, Nuevo Leon, Mexico","Zócalo, El Norte",POINT (-99.18644184 25.81067336),-99.18644184,25.81067336,Central America,Wendy con 17 años murió en camino al ‘sueño americano’; su cuerpo fue abandonado en Nuevo León,3,https://archive.ph/PGIOI
2021.MMP00843,2021.MMP00843,Incident,,Central America,2021,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Rio Bravo, near Madero del Rio, Jimenez, Coahuila, Mexico",Zócalo,POINT (-100.7982574 29.23079891),-100.7982574,29.23079891,Central America,Siguen sin identificar cuerpo de ahogado,1,https://archive.ph/nFljC
2021.MMP00861,2021.MMP00861,Incident,,Central America,2021,April,,1,1,,,1,,South America,Mixed or unknown,"Ciudad Juárez, Chihuahua, Mexico","El Universo, Crónica",POINT (-106.5372266 31.78128444),-106.5372266,31.78128444,Central America,Ambateño que pretendía ingresar a Estados Unidos de forma ilegal está desaparecido,1,https://archive.ph/THDRG
2021.MMP00866,2021.MMP00866,Cumulative Incident,,North America,2021,October,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Various locations in Brooks County, Texas, USA",Sheriff Benny Martinez via Daily Mail,POINT (-98.126699 27.247328),-98.126699,27.247328,Northern America,Body of naked Mexican migrant missing his feet is found hanging from a tree in Texas 80 miles from the border and authorities believe he may have been murdered,1,https://archive.ph/XYGUx
2021.MMP00867,2021.MMP00867,Cumulative Incident,,North America,2021,June,13,,13,,,,,Latin America / Caribbean (P),Mixed or unknown,"Various locations in Brooks County, Texas, USA",NoticiasporelMundo,POINT (-98.126699 27.247328),-98.126699,27.247328,Northern America,Las muertes de inmigrantes ilegales se disparan a medida que comienza el calor,1,https://archive.ph/aEdJp
2021.MMP00868,2021.MMP00868,Cumulative Incident,,North America,2021,May,34,,34,,,,,Latin America / Caribbean (P),Mixed or unknown,"Various locations in Brooks County, Texas, USA",Brooks County Deputy Sheriff Don White via Noticiasporelmundo,POINT (-98.126699 27.247328),-98.126699,27.247328,Northern America,Las muertes de inmigrantes ilegales se disparan a medida que comienza el calor,1,https://archive.ph/aEdJp
2021.MMP00869,2021.MMP00869,Cumulative Incident,,North America,2021,October,43,,43,,,,,Latin America / Caribbean (P),Mixed or unknown,"Various ranches in Brooks County, Texas, USA",Sheriff Benny Martinez via Breitbart,POINT (-98.126699 27.247328),-98.126699,27.247328,Northern America,GRAPHIC EXCLUSIVE: Migrant Found Hanging from Tree in Texas 80 Miles from Border,1,https://archive.ph/SfEu7
2021.MMP00870,2021.MMP00870,Cumulative Incident,,North America,2021,August,37,,37,,,,,Latin America / Caribbean (P),Mixed or unknown,"Various locations in Webb County Jurisdiction, Texas, USA",Corinne Stern via MSN,POINT (-99.43051646 27.53180696),-99.43051646,27.53180696,Northern America, 'Disaster of epic proportions': Migrant deaths on the rise; Border Patrol increases rescues ,1,https://archive.ph/AIK0K
2021.MMP00871,2021.MMP00871,Cumulative Incident,,North America,2021,July,6,,6,,,,,Latin America / Caribbean (P),Mixed or unknown,"Various locations in Yuma County, Arizona, USA",Sheriff Leon Wilmot via Noticiasporelmundo,POINT (-102.7255099 40.12453287),-102.7255099,40.12453287,Northern America,Las muertes de inmigrantes ilegales se disparan a medida que comienza el calor,1,https://archive.ph/aEdJp
2021.MMP00895,2021.MMP00895,Incident,,North America,2021,October,1,,1,,1,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Near Van Horn, Culberson County, Texas, USA",Netnoticias,POINT (-104.8442303 31.01237785),-104.8442303,31.01237785,Northern America,Hallan a migrante muerta en Texas; indagan si se trata de tabasqueña Rosita,1,https://archive.ph/NpMuK
2021.MMP00896,2021.MMP00896,Incident,,Central America,2021,October,1,,1,,,1,,Central America,Violence,"Colonia Arecas, Altamira, Tamaulipas, Mexico",El Mañana,POINT (-97.90686967 22.38292258),-97.90686967,22.38292258,Central America,Matan a migrante,1,https://archive.ph/zUXgl
2021.MMP00897,2021.MMP00897,Incident,,Central America,2021,October,1,,1,,,1,,Central America,Drowning,"Rio Bravo, between international bridges 1 and 2, Piedras Negras, Cohauila, Mexico","Instituto Nacional de Migracion, Debate, El Siglo de Torreon",POINT (-100.5114109 28.69855764),-100.5114109,28.69855764,Central America,Rescata INM cuerpo de migrante en el Rio Bravo y salvaguardan a 3 nicaraguenes con vida,5,https://archive.ph/cmWSn
2021.MMP00899,2021.MMP00899,Incident,,Central America,2021,October,1,,1,,,1,,Central America,Accidental death,"In an abandoned house located on Calle Juárez, Piedras Negras, Coahuila, Mexico",Zócalo,POINT (-100.5388598 28.69088472),-100.5388598,28.69088472,Central America,Muere en lote baldío migrante de Nicaragua,1,https://archive.ph/T7fcY
2021.MMP00922,2021.MMP00922,Incident,,North America,2021,September,1,,1,,1,,,South America,"Harsh environmental conditions / lack of adequate shelter, food, water","Undetermined location in New Mexico, United States","Sputnik Mundo, Globo",POINT (-106.8479224 31.90397753),-106.8479224,31.90397753,Northern America,Migrante brasileña muere en el desierto al intentar cruzar a EEUU,3,https://archive.ph/XoL7W
2021.MMP00923,2021.MMP00923,Incident,,North America,2021,September,1,,1,,,1,,South America,"Harsh environmental conditions / lack of adequate shelter, food, water","Undetermined location in Arizona desert, United States","Ecuavisa, Ecuavisa FB",POINT (-110.5212405 31.35750937),-110.5212405,31.35750937,Northern America,Migrante cuencano muere en México en su intento por llegar a EE.UU.,1,https://archive.ph/Kz6Vg
2021.MMP00928,2021.MMP00928,Incident,,North America,2021,October,4,,4,11,,4,,Central America,Vehicle accident / death linked to hazardous transport,"Highway 54, Culberson County, Texas, USA","La Opinion, Telemundo",POINT (-104.814508 31.10635),-104.814508,31.10635,Northern America,Mueren cuatro guatemaltecos en accidente de camioneta repleta de inmigrantes en Texas,3,https://archive.vn/wip/K7Gnw
2021.MMP00929,2021.MMP00929,Incident,,North America,2021,October,1,,1,36,1,,,Central America,Drowning,"San Diego Border Beach, San Diego County, California, USA","USBP, CNN, Telemundo",POINT (-117.123798 32.534813),-117.123798,32.534813,Northern America,One Fatality Following Large Group of Swimmers Entering U.S. Illegally at San Diego Border Beach,5,https://archive.vn/jMm0H
2021.MMP00931,2021.MMP00931,Incident,,North America,2021,October,1,,1,2,,1,,Central America,Accidental death,"2 miles north of Eagle Pass, near Río Bravo, Maverick County, Texas, USA",Super Channel 12,POINT (-100.510108 28.743547),-100.510108,28.743547,Northern America,Muere migrante tras caer de barranco a casi 25 metros en Eagle Pass,3,https://archive.vn/wip/CTtUb
2021.MMP00936,2021.MMP00936,Incident,,Central America,2021,October,1,,1,,,1,,Central America,Drowning,"Río Bravo, near Acuña Municipality, Coahuila, Mexico",Zócalo,POINT (-100.996556 29.363194),-100.996556,29.363194,Central America,Muere migrante ahogado en el Bravo; son ya 139 fallecidos en zona fronteriza,3,https://archive.ph/4u0db
2021.MMP00937,2021.MMP00937,Incident,,Central America,2021,October,1,,1,,,,,Unknown,Vehicle accident / death linked to hazardous transport,"Parque Industrial del Desierto neighborhood, in the municipality of Mexicali, Baja California, Mexico.",Síntesis,POINT (-115.3840582 32.58394807),-115.3840582,32.58394807,Central America,Muere migrante arrollado por tren en Mexicali,1,https://archive.ph/DNM2E
2021.MMP00938,2021.MMP00938,Incident,,North America,2021,October,1,,1,,,1,,Central America,Accidental death," Intersection of Marana Camp Road and U.S. Highway 77,Corpus Christi, Texas, USA","CBP, Efe",POINT (-97.65474969 27.78481746),-97.65474969,27.78481746,Northern America,Honduran national found in medical distress,5,https://archive.ph/n7ecw
2021.MMP00951,2021.MMP00951,Incident,,Central America,2021,November,1,,1,,,,,Caribbean,Drowning,"Colonia Granjas del Valle, Ciudad Acuña, Coahuila, Mexico","Zócalo, Periodico La Voz",POINT (-100.9419056 29.33791843),-100.9419056,29.33791843,Northern America,Muere migrante ahogado en aguas del río Bravo,3,https://archive.ph/bPDrq
2021.MMP00952,2021.MMP00952,Incident,,North America,2021,June,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","557 East Frontage Road, Pima County, Arizona USA",Pima County Office of the Medical Examiner (PCOME),POINT (-111.0571385 31.64276473),-111.0571385,31.64276473,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00953,2021.MMP00953,Incident,,North America,2021,June,1,,1,,,1,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.747142 32.008629),-111.747142,32.008629,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00954,2021.MMP00954,Incident,,North America,2021,June,1,,1,,,1,,Central America,Violence,"State Route 86, Mile Post 125, Pima County, Arizona USA",Pima County Office of the Medical Examiner (PCOME),POINT (-111.640399 32.013413),-111.640399,32.013413,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00955,2021.MMP00955,Incident,,North America,2021,June,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.8504635 32.2700864),-111.8504635,32.2700864,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00956,2021.MMP00956,Incident,,North America,2021,June,1,,1,,,1,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-109.217 31.4943),-109.217,31.4943,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00957,2021.MMP00957,Incident,,North America,2021,June,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","36325 South Papalote Wash Road, Pima County, Arizona USA",Pima County Office of the Medical Examiner (PCOME),POINT (-111.2393548 31.58979734),-111.2393548,31.58979734,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00958,2021.MMP00958,Incident,,North America,2021,June,1,,1,,1,,,Central America,Violence,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.23446 31.54269),-111.23446,31.54269,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00959,2021.MMP00959,Incident,,North America,2021,June,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.005163 31.73991),-111.005163,31.73991,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00960,2021.MMP00960,Incident,,North America,2021,June,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.00154 32.72816),-112.00154,32.72816,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00961,2021.MMP00961,Incident,,North America,2021,June,1,,1,,1,,,Latin America / Caribbean (P),Mixed or unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.883883 31.946783),-112.883883,31.946783,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00962,2021.MMP00962,Incident,,North America,2021,June,1,,1,,,1,,Central America,Mixed or unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.07666 31.73784),-111.07666,31.73784,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00963,2021.MMP00963,Incident,,North America,2021,June,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.93755 31.701283),-111.93755,31.701283,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00964,2021.MMP00964,Incident,,North America,2021,June,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-110.76178 31.40201),-110.76178,31.40201,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00965,2021.MMP00965,Incident,,North America,2021,June,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner Jurisdiction, Arizona, USA (See coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.72823 31.59423),-111.72823,31.59423,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00966,2021.MMP00966,Incident,,North America,2021,June,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.76411 31.87598),-111.76411,31.87598,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00967,2021.MMP00967,Incident,,North America,2021,June,1,,1,,1,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.16498 31.73016),-112.16498,31.73016,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00968,2021.MMP00968,Incident,,North America,2021,June,1,,1,,1,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.35616 31.828),-111.35616,31.828,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00969,2021.MMP00969,Incident,,North America,2021,June,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.14945 31.975733),-112.14945,31.975733,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00970,2021.MMP00970,Incident,,North America,2021,June,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.975583 32.7656389),-111.975583,32.7656389,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00971,2021.MMP00971,Incident,,North America,2021,June,1,,1,,1,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.88175 31.59371),-111.88175,31.59371,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00972,2021.MMP00972,Incident,,North America,2021,June,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.856917 31.6654),-111.856917,31.6654,Northern America,,5,https://humaneborders.info/app/mapa.asp
2021.MMP00973,2021.MMP00973,Incident,,North America,2021,June,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.67391 31.87142),-111.67391,31.87142,Northern America,,5,https://humaneborders.info/app/mapa.asp
