"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident year","Reported Month","Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Migration route","Location of death","Information Source",Coordinates,"UNSD Geographical Grouping","Article title","Source Quality",URL
2019.MMP01765,2019.MMP01765,Incident,Europe,2019-12-11,2019,December,1,,1,,,1,,"Western Asia","Vehicle accident / death linked to hazardous transport","Western Balkans","Train tracks in Serbia near Croatian border after leaving from Sid Reception Center","IOM Serbia","POINT (19.179559008 45.139406472)","Southern Europe",,4,http://bit.ly/38PwYvP
2019.MMP01766,2019.MMP01766,Incident,"Western Africa",2019-12-13,2019,December,2,,2,,,2,2,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (12.617282 -7.995856)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01767,2019.MMP01767,Incident,"Northern Africa",2019-12-12,2019,December,1,,1,,,1,,"Northern Africa (P)",Violence,"Sahara Desert crossing","Unspecified location in Egypt near border with Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (25.372929 25.933266)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01769,2019.MMP01769,Incident,"Northern Africa",2019-12-12,2019,December,1,,1,,1,,,"Sub-Saharan Africa (P)","Mixed or unknown",,"Sabratha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.30701 38.12072)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01770,2019.MMP01770,Incident,"Western Africa",2019-12-14,2019,December,3,,3,,1,1,1,"Sub-Saharan Africa (P)","Mixed or unknown",,"Sikasso, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (11.316677 -5.691763)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01771,2019.MMP01771,Incident,"Western Africa",2019-12-14,2019,December,6,,6,,1,2,1,"Sub-Saharan Africa (P)",Violence,,"Timbuktu, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (16.765672 -3.002443)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01772,2019.MMP01772,Incident,"Western Africa",2019-12-14,2019,December,3,,3,,,3,,"Sub-Saharan Africa (P)",Violence,,"Timbuktu, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (16.765672 -3.002443)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01773,2019.MMP01773,Incident,"Middle Africa",2019-12-14,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Mao, Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.130759 15.319662)","Middle Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01774,2019.MMP01774,Incident,"Western Africa",2019-12-15,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",,"Ougadougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (12.368721 -1.52105)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01775,2019.MMP01775,Incident,"Western Africa",2019-12-18,2019,December,4,,4,,1,1,,"Sub-Saharan Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water","Sahara Desert crossing","Garin Kouka, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (3.5125 12.95902)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01776,2019.MMP01776,Incident,"South-eastern Asia",2019-12-14,2019,December,3,,3,,1,1,1,"Southern Asia (P)","Mixed or unknown",,"Unspecifed location in the Andaman Sea/Bay of Bengal","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (97.823939 9.831246)",Uncategorized,,2,http://www.mixedmigration.org/4mi/
2019.MMP01777,2019.MMP01777,Incident,"Northern Africa",2019-12-14,2019,December,1,,1,,1,,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Umm Al Aranib, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.735026 26.140951)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01778,2019.MMP01778,Incident,"Northern Africa",2019-12-14,2019,December,1,,1,,1,,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.44099 27.02249)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01779,2019.MMP01779,Incident,"Northern Africa",2019-12-14,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)",Violence,,"Tripoli, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.18105 32.89534)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01780,2019.MMP01780,Incident,"South-eastern Asia",2019-12-14,2019,December,5,,5,,2,2,2,Unknown,"Mixed or unknown",,"Bangkok, Thailand","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (100.730993 13.778173)","South-eastern Asia",,2,http://www.mixedmigration.org/4mi/
2019.MMP01781,2019.MMP01781,Incident,"Central America",2019-12-15,2019,December,1,,1,,,1,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",,"Train tracks at the intersection of Insurgentes and 17 Junio streets in San Patricio, Chihuahua, Mexico","Las Noticias SV, EntreLineas","POINT (-106.091735282 28.693108078)","Central America","Un migrante se quedo dormido sobre las vias ferreas y murio despues que un tren le amputo las dos piernas",1,http://bit.ly/2Z6uZ1A
2019.MMP01782,2019.MMP01782,Incident,"Western Africa",2019-12-18,2019,December,1,,1,,1,,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Segou, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.427836 -6.249892)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01783,2019.MMP01783,Incident,"Northern Africa",2019-12-15,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.543594 23.649993)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01784,2019.MMP01784,Incident,"Northern Africa",2019-12-15,2019,December,2,,2,,1,1,1,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (5.52718 22.78796)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01785,2019.MMP01785,Incident,"Northern Africa",2019-12-15,2019,December,1,,1,,,,1,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (5.52718 22.78796)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01786,2019.MMP01786,Incident,Mediterranean,2019-12-16,2019,December,,56,56,,9,,,Unknown,Drowning,"Western Mediterranean","Unspecified location in the Alboran Sea, between Morocco and Spain","Caminando Fronteras, Nuovi Desaparecidos, family report","POINT (-3.27314123 35.763981352)",Uncategorized,,4,http://archive.ph/3dgWP
2019.MMP01787,2019.MMP01787,Incident,Mediterranean,2019-12-16,2019,December,1,,1,73,,,,"Sub-Saharan Africa (P)","Mixed or unknown","Western Mediterranean","Body found on patera arriving in Alboran, Spain","Salvamento Maritimo, Republica, Le Figaro, Big News Network","POINT (-3.06317992 35.738657093)",Uncategorized,"Nueva tragedia en Alborán: nueve migrantes han muerto en las últimas 48 horas",5,https://bit.ly/2tzuvW6
2019.MMP01788,2019.MMP01788,Incident,Mediterranean,2019-12-16,2019,December,7,24,31,63,,,,Unknown,"Mixed or unknown","Western Mediterranean","Unspecified location in the Alboran Sea near Morocco","Alarm Phone, Caminando Fronteras","POINT (-3.324309453 35.575701636)",Uncategorized,"Nueva tragedia en Alborán: nueve migrantes han muerto en las últimas 48 horas",3,http://bit.ly/2tzuvW6
2019.MMP01789,2019.MMP01789,Incident,Mediterranean,2019-12-16,2019,December,1,,1,,,,,Unknown,"Mixed or unknown","Central Mediterranean","Off the coast of Al-Khums, Libya","IOM Libya","POINT (14.363724002 32.79978095)",Uncategorized,,4,
2019.MMP01790,2019.MMP01790,Incident,Mediterranean,2019-12-16,2019,December,2,17,19,,1,1,,"Northern Africa",Drowning,"Western Mediterranean","Off the coast of Plage de Bousfer, Oran, Algeria. Remains recovered near Sidi-Fredj, Algiers and Jijel)","El Watan, Réflexion, Le Quotidien d'Oran","POINT (-0.960676505 35.829754886)",Uncategorized,,3,http://archive.ph/fN9WA
2019.MMP01791,2019.MMP01791,Incident,Mediterranean,2019-12-17,2019,December,1,5,6,40,,,,Unknown,"Mixed or unknown","Western Mediterranean","35 miles off the coast of Motril, Granada, Spain in the Alboran Sea","Salvamento Marítimo, República, UNHCR","POINT (-3.578461105 36.374076442)",Uncategorized,"Nueva tragedia en Alborán: nueve migrantes han muerto en las últimas 48 horas",4,http://bit.ly/2tzuvW6
2019.MMP01792,2019.MMP01792,Incident,"Northern Africa",2019-12-17,2019,December,1,,1,,2,,,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Ghadames, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (9.69791 30.1597)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01793,2019.MMP01793,Incident,"Northern Africa",2019-12-18,2019,December,2,,2,,1,,1,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Murzuq, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.91644 25.91507)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01794,2019.MMP01794,Incident,"Western Africa",2019-12-19,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)",Violence,,"Between Gossi and Hombori, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (15.494677 -1.451)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01795,2019.MMP01795,Incident,"Northern Africa",2019-12-18,2019,December,1,,1,,1,,,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.543594 23.649993)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01796,2019.MMP01796,Incident,"Northern Africa",2019-12-18,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.44099 27.02249)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01797,2019.MMP01797,Incident,"Northern Africa",2019-12-18,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Qatrun, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.633161 24.934383)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01798,2019.MMP01798,Incident,"Northern Africa",2019-12-18,2019,December,1,,1,,,1,1,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.03511 31.76402)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01800,2019.MMP01800,Incident,"South-eastern Asia",2019-12-18,2019,December,13,,13,,2,2,2,"Southern Asia (P)","Mixed or unknown",,"Unspecified location in the Andaman Sea/Bay of Bengal","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (96.890101 10.621857)",Uncategorized,,2,http://www.mixedmigration.org/4mi/
2019.MMP01801,2019.MMP01801,Incident,"North America",2019-12-18,2019,December,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-112.17123 32.029)","Northern America",,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01802,2019.MMP01802,Incident,Mediterranean,2019-12-18,2019,December,4,,4,,3,1,1,Unknown,Drowning,"Western Mediterranean","Recovered on beach in Driouch region, Morocco (Alboran Sea)","Nador City","POINT (-3.375644698 35.18773227)",Uncategorized,"لدريوش.. شاطئ ""شملالة"" بجماعة امجاو يلفظ جثث 3 نساء وشاب في مقتبل العمر ",1,https://bit.ly/2trQPAG
2019.MMP01803,2019.MMP01803,Incident,Europe,2019-12-18,2019,December,1,,1,,,1,,"Southern Asia",Drowning,,"Isonzo river, between Gradisca and Sagrado, Italy (on the border with Slovenia)","il Giornale","POINT (13.494343027 45.881492295)","Southern Europe","Migrante tenta di passare il confine e muore precipitando dal burrone",1,https://bit.ly/39COseW
2019.MMP01805,2019.MMP01805,Incident,"Western Africa",2019-12-19,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (7.98974 16.97314)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01806,2019.MMP01806,Incident,"Western Africa",2019-12-20,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Accidental death","Sahara Desert crossing","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (16.975448 7.985996)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01807,2019.MMP01807,Incident,"North America",2019-12-19,2019,December,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.517477 32.351832)","Northern America",,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01808,2019.MMP01808,Incident,Mediterranean,2019-12-19,2019,December,1,,1,7,1,,,"Sub-Saharan Africa (P)","Mixed or unknown","Western Mediterranean","Body found upon disembarkation on Chafarinas Island, Spain (Alboran Sea)","Salvamento Marítimo, COPE","POINT (-2.429624659 35.179670616)",Uncategorized,"Una migrante fallecida entre los 8 subsaharianos que han llegado a Chafarinas - España - COPE",5,http://bit.ly/2tme0fH
2019.MMP01809,2019.MMP01809,Incident,"Western Africa",2019-12-22,2019,December,3,,3,,,2,1,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Sevare, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.52279 -4.095111)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01810,2019.MMP01810,Incident,"Northern Africa",2019-12-20,2019,December,1,,1,,1,,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Qatrun, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.633161 24.934383)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01811,2019.MMP01811,"Cumulative Incident","North America",2019-12-20,2019,December,84,,84,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Cumulative total for Webb County Medical Examiner Jurisdiction, Texas","Webb County Medical Examiner’s Office","POINT (-99.4284852 27.5313645)","Northern America",,5,http://bit.ly/35rRsYn
2019.MMP01812,2019.MMP01812,Incident,"South-eastern Asia",2019-12-21,2019,December,2,,2,,1,1,1,Unknown,"Mixed or unknown",,"Bangkok, Thailand","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (100.782065 13.767867)","South-eastern Asia",,2,http://www.mixedmigration.org/4mi/
2019.MMP01813,2019.MMP01813,Incident,"South-eastern Asia",2019-12-21,2019,December,4,,4,,1,1,2,Unknown,"Mixed or unknown",,"Bangkok, Thailand","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (100.830221 13.762564)","South-eastern Asia",,2,http://www.mixedmigration.org/4mi/
2019.MMP01814,2019.MMP01814,Incident,"Northern Africa",2019-12-21,2019,December,1,,1,,1,,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",,"Tripoli, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.18105 32.89534)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01815,2019.MMP01815,Incident,"Eastern Africa",2019-12-21,2019,December,1,,1,,1,,,"Eastern Africa (P)",Drowning,"Horn of Africa to Yemen crossing","Bosaso, Somalia","IOM Somalia","POINT (49.1878994 11.2755407)","Eastern Africa",,4,
2019.MMP01816,2019.MMP01816,Incident,"Northern Africa",2019-12-22,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.543594 23.649993)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01817,2019.MMP01817,Incident,"Northern Africa",2019-12-22,2019,December,2,,2,,1,1,1,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.543594 23.649993)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01818,2019.MMP01818,Incident,"Northern Africa",2019-12-22,2019,December,1,,1,,1,,,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (5.52718 22.78796)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01819,2019.MMP01819,Incident,Europe,2019-12-22,2019,December,1,,1,,1,,,Unknown,"Mixed or unknown",,"Road between Kirki and Alexandroupolis, Evros Region, Greece",Eidiseis,"POINT (25.840116947 40.90681744)","Southern Europe","Έβρος: Εντοπίστηκε πτώμα σε προχωρημένη σήψη",1,https://bit.ly/37uUxIx
2019.MMP01820,2019.MMP01820,Incident,"South-eastern Asia",2019-12-22,2019,December,2,,2,,,2,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Lampang Province, Thailand","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (99.145007 18.242307)","South-eastern Asia",,2,http://www.mixedmigration.org/4mi/
2019.MMP01821,2019.MMP01821,Incident,"South-eastern Asia",2019-12-23,2019,December,1,,1,,,1,1,"Southern Asia (P)","Sickness / lack of access to adequate healthcare",,"Rakhine State, Myanmar","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (92.651732 21.10907)","South-eastern Asia",,2,http://www.mixedmigration.org/4mi/
2019.MMP01822,2019.MMP01822,Incident,Europe,2019-12-23,2019,December,2,4,6,9,2,1,1,"Western Asia",Drowning,"Western Balkans","Danube River near Karavukovo, Serbia near border with Croatia","IOM Serbia","POINT (19.093471135 45.49221186)","Southern Europe",,4,http://bit.ly/2Qzo6Sx
2019.MMP01824,2019.MMP01824,Incident,"Northern Africa",2019-12-23,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (5.52718 22.78796)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01825,2019.MMP01825,Incident,"Middle Africa",2019-12-24,2019,December,2,,2,,2,,2,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",,"Ndjamena, Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (15.04912 12.11316)","Middle Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01826,2019.MMP01826,Incident,"Western Africa",2019-12-24,2019,December,3,,3,,1,1,2,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Dedougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (12.448416 -3.470043)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01827,2019.MMP01827,Incident,"Middle Africa",2019-12-24,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Unspecified location in the Central African Republic","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (9.987734 22.524866)","Middle Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01828,2019.MMP01828,Incident,"Northern Africa",2019-12-24,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Qatrun, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.633161 24.934383)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01829,2019.MMP01829,Incident,"Northern Africa",2019-12-24,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)",Violence,,"Tripoli, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.18105 32.89534)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01830,2019.MMP01830,Incident,Mediterranean,2019-12-24,2019,December,1,,1,,,1,,Unknown,"Mixed or unknown","Western Mediterranean","Body found floating near El Sarchal, Ceuta, Spain","El Foro de Ceuta, El Pueblo de Ceuta","POINT (-5.292709559 35.888792368)",Uncategorized,"Aparece el cuerpo sin vida de un hombre en el Sarchal",3,http://bit.ly/2Qds7Nw
2019.MMP01831,2019.MMP01831,Incident,"Western Asia",2019-12-24,2019,December,12,,12,,,,,"Eastern Africa",Violence,,"Al-Raqw market in Saada, Yemen","UN Humanitarian Coordinator in Yemen, Qatar Tribune, NY Times, Peoples Dispatch","POINT (43.23909336 17.245364806)","Western Asia","Third attack on Al Raqw market in Sa’ada in a month kills at least 17 civilians [EN/AR]",4,http://bit.ly/2FjolvD
2019.MMP01832,2019.MMP01832,Incident,"Western Africa",2019-12-25,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",,"Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (12.617282 -7.995856)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01833,2019.MMP01833,Incident,"Middle Africa",2019-04-25,2019,April,1,,1,,,1,1,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Unspecified location in the Central African Republic","US Border Patrol","POINT (9.987734 22.524866)","Middle Africa","Eagle Pass Border Patrol Agents Recover Body from Rio Grande",2,http://bit.ly/2UXdP2V
2019.MMP01834,2019.MMP01834,Incident,"Western Africa",2019-04-26,2019,April,2,,2,,2,,2,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (7.981361 17.012219)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01835,2019.MMP01835,Incident,"North America",2019-12-25,2019,December,1,,1,,1,,,"Middle Africa","Sickness / lack of access to adequate healthcare","US-Mexico border crossing","Laredo Medical Center in Laredo, Webb County, Texas, USA - a day after crossing the border at the Gateway for the Americas Bridge in Laredo","US Border Patrol","POINT (-99.47808 27.53305)","Northern America","Statement on Death of Congolese National in Laredo",5,http://bit.ly/2G89GEk
2019.MMP01836,2019.MMP01836,Incident,"Northern Africa",2019-12-25,2019,December,1,,1,,1,,1,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.44099 27.02249)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01837,2019.MMP01837,Incident,"Northern Africa",2019-12-25,2019,December,1,,1,,,1,,"Sub-Saharan Africa (P)","Mixed or unknown",,"Sabratha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.30701 38.12072)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01838,2019.MMP01838,Incident,"Northern Africa",2019-12-25,2019,December,1,,1,,1,,,"Sub-Saharan Africa (P)",Violence,"Sahara Desert crossing","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.44099 27.02249)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01839,2019.MMP01839,Incident,"Western Asia",2019-12-26,2019,December,7,,7,64,,,,"Southern Asia",Drowning,"Iran to Turkey","Van lake near Adilcevaz, Bitlis, Turkey","EFE, BBC","POINT (42.739257582 38.777228612)","Western Asia","Murieron siete migrantes al naufragar bote",3,http://bit.ly/2MLamDf https://bbc.in/37tkBE9
2019.MMP01841,2019.MMP01841,Incident,"Eastern Asia",2019-12-27,2019,December,5,,5,,,3,,"Eastern Asia","Mixed or unknown",,"Bodies found on boat near Sado Island, Niigata, Japan","Japan Times, Kyodo News, AFP","POINT (138.086032653 38.154018233)","Eastern Asia","Sado police find two heads and five bodies on suspected North Korean boat",3,http://bit.ly/2sCnBz1
2019.MMP01842,2019.MMP01842,Incident,"Central America",2019-12-27,2019,December,1,,1,,,1,,"Central America",Violence,,"Santa Bárbara, Honduras (died after injuries sustained on October 28 when he was attacked in a migrant caravan)","El Heraldo, La Prensa","POINT (-88.2375991 14.9219177)","Central America","Hondureño que viajó en caravana muere meses después de ser golpeado ",3,https://bit.ly/2txBrmH
2019.MMP01843,2019.MMP01843,Incident,"Northern Africa",2019-12-27,2019,December,1,,1,,1,,1,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.543594 23.649993)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01844,2019.MMP01844,Incident,"Northern Africa",2019-12-28,2019,December,,40,40,,,,,Unknown,Drowning,"Western Africa / Atlantic route to the Canary Islands","Unspecified location between Morocco and Canary Islands, Spain","Alarm Phone, Caminando Fronteras","POINT (-16.333864782 25.890635194)","Northern Africa","Death and forced disappearances witnessed by the Alarm Phone in 2019",,https://bit.ly/2SOwdxf
2019.MMP01845,2019.MMP01845,"Cumulative Incident",Europe,2019-12-28,2019,December,5,,5,,,,,"Western / Southern Asia (P)",Drowning,,"Unspecified location in the Evros/Meriç river, Evros region, Greece","Forensic Laboratory of Alexandroupolis Hospital via efsyn","POINT (26.256949499 40.910459471)","Southern Europe","Πεθαίνοντας από το κρύο στα νερά του Εβρου",1,http://bit.ly/31trGCU
2019.MMP01846,2019.MMP01846,Incident,Mediterranean,2019-12-30,2019,December,1,,1,,,1,,Unknown,Drowning,"Western Mediterranean","Recoverd from Calamorcarro Beach, Ceuta, Spain","El Foro de Ceuta, El Pueblo de Ceuta","POINT (-5.357673339 35.912383553)",Uncategorized,"Aparece el cadáver de un hombre joven en Calamocarro",1,https://bit.ly/39yKRyF
2019.MMP01847,2019.MMP01847,Incident,"North America",2019-12-30,2019,December,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.9679 32.07991)","Northern America",,5,http://www.humaneborders.info/app/mapa.asp
